caminho_relativo_xml,chave,ano,data_emissao,status,caminho_pdf,mensagem
2024\100\27240403656804000131550030003583411867978460.xml,27240403656804000131550030003583411867978460,2024,2024-04-01T18:22:00,gerado,individuais\2024\27240403656804000131550030003583411867978460.pdf,DANFE gerado com sucesso.
2024\100\27240403656804000131550030003590861230381672.xml,27240403656804000131550030003590861230381672,2024,2024-04-04T14:20:00,gerado,individuais\2024\27240403656804000131550030003590861230381672.pdf,DANFE gerado com sucesso.
2024\42240405607657000801550160001138011480911490.xml,42240405607657000801550160001138011480911490,2024,2024-04-05T19:35:00,gerado,individuais\2024\42240405607657000801550160001138011480911490.pdf,DANFE gerado com sucesso.
2024\100\27240403656804000131550030003599361353567755.xml,27240403656804000131550030003599361353567755,2024,2024-04-08T09:04:00,gerado,individuais\2024\27240403656804000131550030003599361353567755.pdf,DANFE gerado com sucesso.
2024\100\27240403656804000131550030003599371984740112.xml,27240403656804000131550030003599371984740112,2024,2024-04-08T09:07:00,gerado,individuais\2024\27240403656804000131550030003599371984740112.pdf,DANFE gerado com sucesso.
2024\100\27240403656804000131550030003599391166171322.xml,27240403656804000131550030003599391166171322,2024,2024-04-08T09:16:00,gerado,individuais\2024\27240403656804000131550030003599391166171322.pdf,DANFE gerado com sucesso.
2024\100\27240414000879000267550030000003101142088172.xml,27240414000879000267550030000003101142088172,2024,2024-04-09T10:37:00,gerado,individuais\2024\27240414000879000267550030000003101142088172.pdf,DANFE gerado com sucesso.
2024\100\27240470015672000156550010001245401020713148.xml,27240470015672000156550010001245401020713148,2024,2024-04-15T18:49:48,gerado,individuais\2024\27240470015672000156550010001245401020713148.pdf,DANFE gerado com sucesso.
2024\100\27240470015672000156550010001245411020713153.xml,27240470015672000156550010001245411020713153,2024,2024-04-15T18:50:02,gerado,individuais\2024\27240470015672000156550010001245411020713153.pdf,DANFE gerado com sucesso.
2024\100\27240470015672000156550010001246031020722157.xml,27240470015672000156550010001246031020722157,2024,2024-04-16T11:42:53,gerado,individuais\2024\27240470015672000156550010001246031020722157.pdf,DANFE gerado com sucesso.
2024\100\27240406864595000100550010001798631020170645.xml,27240406864595000100550010001798631020170645,2024,2024-04-16T17:08:30,gerado,individuais\2024\27240406864595000100550010001798631020170645.pdf,DANFE gerado com sucesso.
2024\100\27240426528069000186550010000165961100983743.xml,27240426528069000186550010000165961100983743,2024,2024-04-17T00:00:00,gerado,individuais\2024\27240426528069000186550010000165961100983743.pdf,DANFE gerado com sucesso.
2024\100\27240432202499000297550010000024641065321036.xml,27240432202499000297550010000024641065321036,2024,2024-04-17T00:00:00,gerado,individuais\2024\27240432202499000297550010000024641065321036.pdf,DANFE gerado com sucesso.
2024\100\27240470015672000156550010001248001020751288.xml,27240470015672000156550010001248001020751288,2024,2024-04-17T13:52:34,gerado,individuais\2024\27240470015672000156550010001248001020751288.pdf,DANFE gerado com sucesso.
2024\100\27240403656804000131550030003625541532228899.xml,27240403656804000131550030003625541532228899,2024,2024-04-18T09:25:00,gerado,individuais\2024\27240403656804000131550030003625541532228899.pdf,DANFE gerado com sucesso.
2024\100\27240470015672000156550010001249261020769162.xml,27240470015672000156550010001249261020769162,2024,2024-04-18T11:51:16,gerado,individuais\2024\27240470015672000156550010001249261020769162.pdf,DANFE gerado com sucesso.
2024\43240490265919000108550010000572861253883155.xml,43240490265919000108550010000572861253883155,2024,2024-04-18T14:26:00,gerado,individuais\2024\43240490265919000108550010000572861253883155.pdf,DANFE gerado com sucesso.
2024\100\27240403656804000131550030003626891910781445.xml,27240403656804000131550030003626891910781445,2024,2024-04-18T15:14:00,gerado,individuais\2024\27240403656804000131550030003626891910781445.pdf,DANFE gerado com sucesso.
2024\100\27240470015672000156550010001249691020774880.xml,27240470015672000156550010001249691020774880,2024,2024-04-18T15:37:33,gerado,individuais\2024\27240470015672000156550010001249691020774880.pdf,DANFE gerado com sucesso.
2024\100\27240402421421001517550150000220841282037556.xml,27240402421421001517550150000220841282037556,2024,2024-04-19T14:00:22,gerado,individuais\2024\27240402421421001517550150000220841282037556.pdf,DANFE gerado com sucesso.
2024\100\27240412270435000488550020000551231231878483.xml,27240412270435000488550020000551231231878483,2024,2024-04-22T09:25:02,gerado,individuais\2024\27240412270435000488550020000551231231878483.pdf,DANFE gerado com sucesso.
2024\100\27240412270435000488550020000552151076503527.xml,27240412270435000488550020000552151076503527,2024,2024-04-22T18:18:40,gerado,individuais\2024\27240412270435000488550020000552151076503527.pdf,DANFE gerado com sucesso.
2024\100\27240407122759000196550030000467561017318702.xml,27240407122759000196550030000467561017318702,2024,2024-04-23T07:41:55,gerado,individuais\2024\27240407122759000196550030000467561017318702.pdf,DANFE gerado com sucesso.
2024\100\27240411449511000101550000001692571504923602.xml,27240411449511000101550000001692571504923602,2024,2024-04-24T06:55:25,gerado,individuais\2024\27240411449511000101550000001692571504923602.pdf,DANFE gerado com sucesso.
2024\100\27240409619157000174550010001882041116782509.xml,27240409619157000174550010001882041116782509,2024,2024-04-24T10:06:00,gerado,individuais\2024\27240409619157000174550010001882041116782509.pdf,DANFE gerado com sucesso.
2024\100\26240443648971005033550010008193021598834814.xml,26240443648971005033550010008193021598834814,2024,2024-04-24T13:48:18,gerado,individuais\2024\26240443648971005033550010008193021598834814.pdf,DANFE gerado com sucesso.
2024\100\27240435616280000141550010000056841478655548.xml,27240435616280000141550010000056841478655548,2024,2024-04-29T14:24:02,gerado,individuais\2024\27240435616280000141550010000056841478655548.pdf,DANFE gerado com sucesso.
2024\100\27240424644710000112550020000042971087588096.xml,27240424644710000112550020000042971087588096,2024,2024-04-30T00:00:00,gerado,individuais\2024\27240424644710000112550020000042971087588096.pdf,DANFE gerado com sucesso.
2024\100\27240502556423000118550010003268851002394011.xml,27240502556423000118550010003268851002394011,2024,2024-05-03T00:00:00,gerado,individuais\2024\27240502556423000118550010003268851002394011.pdf,DANFE gerado com sucesso.
2024\100\27240514989900000118550020000286561610711620.xml,27240514989900000118550020000286561610711620,2024,2024-05-03T00:00:00,gerado,individuais\2024\27240514989900000118550020000286561610711620.pdf,DANFE gerado com sucesso.
2024\200\27240524644710000112550990000000066020399245.xml,27240524644710000112550990000000066020399245,2024,2024-05-07T00:00:00,gerado,individuais\2024\27240524644710000112550990000000066020399245.pdf,DANFE gerado com sucesso.
2024\200\27240524644710000112550990000000086066473833.xml,27240524644710000112550990000000086066473833,2024,2024-05-08T00:00:00,gerado,individuais\2024\27240524644710000112550990000000086066473833.pdf,DANFE gerado com sucesso.
2024\200\27240535616280000141550010000057361484008224.xml,27240535616280000141550010000057361484008224,2024,2024-05-08T10:33:09,gerado,individuais\2024\27240535616280000141550010000057361484008224.pdf,DANFE gerado com sucesso.
2024\200\27240531997649000152550010000011711147922223.xml,27240531997649000152550010000011711147922223,2024,2024-05-09T10:11:50,gerado,individuais\2024\27240531997649000152550010000011711147922223.pdf,DANFE gerado com sucesso.
2024\100\27240513192098000178550010000731081667228116.xml,27240513192098000178550010000731081667228116,2024,2024-05-09T10:14:49,gerado,individuais\2024\27240513192098000178550010000731081667228116.pdf,DANFE gerado com sucesso.
2024\200\27240570015672000156550010001276811021230618.xml,27240570015672000156550010001276811021230618,2024,2024-05-09T15:30:08,gerado,individuais\2024\27240570015672000156550010001276811021230618.pdf,DANFE gerado com sucesso.
2024\200\27240532059835000103550030000000276615900000.xml,27240532059835000103550030000000276615900000,2024,2024-05-10T09:25:56,gerado,individuais\2024\27240532059835000103550030000000276615900000.pdf,DANFE gerado com sucesso.
2024\200\27240570015672000156550010001278201021250436.xml,27240570015672000156550010001278201021250436,2024,2024-05-10T13:28:35,gerado,individuais\2024\27240570015672000156550010001278201021250436.pdf,DANFE gerado com sucesso.
2024\100\27240512264493000156550010000093501102123907.xml,27240512264493000156550010000093501102123907,2024,2024-05-10T13:29:10,gerado,individuais\2024\27240512264493000156550010000093501102123907.pdf,DANFE gerado com sucesso.
2024\100\27240503656804000131550030003681701419775980.xml,27240503656804000131550030003681701419775980,2024,2024-05-10T14:31:00,gerado,individuais\2024\27240503656804000131550030003681701419775980.pdf,DANFE gerado com sucesso.
2024\100\27240507122759000196550030000477261457535492.xml,27240507122759000196550030000477261457535492,2024,2024-05-10T15:19:04,gerado,individuais\2024\27240507122759000196550030000477261457535492.pdf,DANFE gerado com sucesso.
2024\100\27240503656804000131550030003687271194921722.xml,27240503656804000131550030003687271194921722,2024,2024-05-13T10:26:00,gerado,individuais\2024\27240503656804000131550030003687271194921722.pdf,DANFE gerado com sucesso.
2024\100\27240507122759000196550030000478131418134030.xml,27240507122759000196550030000478131418134030,2024,2024-05-13T16:01:50,gerado,individuais\2024\27240507122759000196550030000478131418134030.pdf,DANFE gerado com sucesso.
2024\200\27240526774412000172550030000107571213310583.xml,27240526774412000172550030000107571213310583,2024,2024-05-14T07:51:21,gerado,individuais\2024\27240526774412000172550030000107571213310583.pdf,DANFE gerado com sucesso.
2024\200\27240544835518000110550010000002321958741251.xml,27240544835518000110550010000002321958741251,2024,2024-05-14T09:30:32,gerado,individuais\2024\27240544835518000110550010000002321958741251.pdf,DANFE gerado com sucesso.
2024\200\27240535616280000141550010000057581487999504.xml,27240535616280000141550010000057581487999504,2024,2024-05-14T09:33:34,gerado,individuais\2024\27240535616280000141550010000057581487999504.pdf,DANFE gerado com sucesso.
2024\200\27240520616431000194550010000067291079324912.xml,27240520616431000194550010000067291079324912,2024,2024-05-15T08:36:00,gerado,individuais\2024\27240520616431000194550010000067291079324912.pdf,DANFE gerado com sucesso.
2024\100\27240503656804000131550030003693021441235904.xml,27240503656804000131550030003693021441235904,2024,2024-05-15T10:46:00,gerado,individuais\2024\27240503656804000131550030003693021441235904.pdf,DANFE gerado com sucesso.
2024\100\27240512264493000156550010000093531102123933.xml,27240512264493000156550010000093531102123933,2024,2024-05-15T15:56:57,gerado,individuais\2024\27240512264493000156550010000093531102123933.pdf,DANFE gerado com sucesso.
2024\100\27240503876012001497550000000119981007704612.xml,27240503876012001497550000000119981007704612,2024,2024-05-15T16:51:12,gerado,individuais\2024\27240503876012001497550000000119981007704612.pdf,DANFE gerado com sucesso.
2024\100\27240509619157000174550010001900251511901108.xml,27240509619157000174550010001900251511901108,2024,2024-05-15T17:08:00,gerado,individuais\2024\27240509619157000174550010001900251511901108.pdf,DANFE gerado com sucesso.
2024\200\27240549548028000157550010000004331608796100.xml,27240549548028000157550010000004331608796100,2024,2024-05-16T00:00:00,gerado,individuais\2024\27240549548028000157550010000004331608796100.pdf,DANFE gerado com sucesso.
2024\200\27240517347078000180550010000254031028232911.xml,27240517347078000180550010000254031028232911,2024,2024-05-16T13:50:15,gerado,individuais\2024\27240517347078000180550010000254031028232911.pdf,DANFE gerado com sucesso.
2024\100\27240507122759000196550030000480431731814710.xml,27240507122759000196550030000480431731814710,2024,2024-05-16T16:34:24,gerado,individuais\2024\27240507122759000196550030000480431731814710.pdf,DANFE gerado com sucesso.
2024\200\27240520616431000194550010000067401481100800.xml,27240520616431000194550010000067401481100800,2024,2024-05-16T16:43:00,gerado,individuais\2024\27240520616431000194550010000067401481100800.pdf,DANFE gerado com sucesso.
2024\100\27240512270435000488550020000567791679989254.xml,27240512270435000488550020000567791679989254,2024,2024-05-17T09:07:14,gerado,individuais\2024\27240512270435000488550020000567791679989254.pdf,DANFE gerado com sucesso.
2024\100\27240512270435000488550020000567951944422125.xml,27240512270435000488550020000567951944422125,2024,2024-05-17T11:04:26,gerado,individuais\2024\27240512270435000488550020000567951944422125.pdf,DANFE gerado com sucesso.
2024\200\27240514989900000118550020000288471810107019.xml,27240514989900000118550020000288471810107019,2024,2024-05-18T00:00:00,gerado,individuais\2024\27240514989900000118550020000288471810107019.pdf,DANFE gerado com sucesso.
2024\100\27240502556423000118550010003286411002413702.xml,27240502556423000118550010003286411002413702,2024,2024-05-20T00:00:00,gerado,individuais\2024\27240502556423000118550010003286411002413702.pdf,DANFE gerado com sucesso.
2024\100\27240502556423000118550010003287621002415042.xml,27240502556423000118550010003287621002415042,2024,2024-05-20T00:00:00,gerado,individuais\2024\27240502556423000118550010003287621002415042.pdf,DANFE gerado com sucesso.
2024\200\27240539255291000102550010000002901000002912.xml,27240539255291000102550010000002901000002912,2024,2024-05-20T00:00:00,gerado,individuais\2024\27240539255291000102550010000002901000002912.pdf,DANFE gerado com sucesso.
2024\100\27240507122759000196550030000481771295847274.xml,27240507122759000196550030000481771295847274,2024,2024-05-21T07:25:44,gerado,individuais\2024\27240507122759000196550030000481771295847274.pdf,DANFE gerado com sucesso.
2024\100\27240500562968000101550010000976771005629680.xml,27240500562968000101550010000976771005629680,2024,2024-05-22T00:00:00,gerado,individuais\2024\27240500562968000101550010000976771005629680.pdf,DANFE gerado com sucesso.
2024\200\27240515016380000120550010000108891004661251.xml,27240515016380000120550010000108891004661251,2024,2024-05-22T00:00:00,gerado,individuais\2024\27240515016380000120550010000108891004661251.pdf,DANFE gerado com sucesso.
2024\200\27240520616431000194550010000067741075043310.xml,27240520616431000194550010000067741075043310,2024,2024-05-23T08:03:00,gerado,individuais\2024\27240520616431000194550010000067741075043310.pdf,DANFE gerado com sucesso.
2024\200\27240535616280000141550010000058351494164839.xml,27240535616280000141550010000058351494164839,2024,2024-05-23T11:42:55,gerado,individuais\2024\27240535616280000141550010000058351494164839.pdf,DANFE gerado com sucesso.
2024\100\27240502556423000118550010003293501002421842.xml,27240502556423000118550010003293501002421842,2024,2024-05-24T00:00:00,gerado,individuais\2024\27240502556423000118550010003293501002421842.pdf,DANFE gerado com sucesso.
2024\100\27240514834357000180550010000000221192894453.xml,27240514834357000180550010000000221192894453,2024,2024-05-24T07:06:46,gerado,individuais\2024\27240514834357000180550010000000221192894453.pdf,DANFE gerado com sucesso.
2024\100\27240513192098000178550010000732491200550742.xml,27240513192098000178550010000732491200550742,2024,2024-05-24T15:53:11,gerado,individuais\2024\27240513192098000178550010000732491200550742.pdf,DANFE gerado com sucesso.
2024\200\27240526774412000172550030000109481755572528.xml,27240526774412000172550030000109481755572528,2024,2024-05-24T16:40:32,gerado,individuais\2024\27240526774412000172550030000109481755572528.pdf,DANFE gerado com sucesso.
2024\100\27240507122759000196550030000484781932154316.xml,27240507122759000196550030000484781932154316,2024,2024-05-27T07:33:18,gerado,individuais\2024\27240507122759000196550030000484781932154316.pdf,DANFE gerado com sucesso.
2024\200\27240526774412000172550030000109611753762020.xml,27240526774412000172550030000109611753762020,2024,2024-05-27T08:07:11,gerado,individuais\2024\27240526774412000172550030000109611753762020.pdf,DANFE gerado com sucesso.
2024\100\27240512270435000488550020000576481052820064.xml,27240512270435000488550020000576481052820064,2024,2024-05-29T16:01:48,gerado,individuais\2024\27240512270435000488550020000576481052820064.pdf,DANFE gerado com sucesso.
2024\200\27240524644710000112550020000044051094501564.xml,27240524644710000112550020000044051094501564,2024,2024-05-31T00:00:00,gerado,individuais\2024\27240524644710000112550020000044051094501564.pdf,DANFE gerado com sucesso.
2024\200\27240535616280000141550010000058761498346071.xml,27240535616280000141550010000058761498346071,2024,2024-05-31T07:51:11,gerado,individuais\2024\27240535616280000141550010000058761498346071.pdf,DANFE gerado com sucesso.
2024\100\27240507122759000358550030000029631374993135.xml,27240507122759000358550030000029631374993135,2024,2024-05-31T08:32:30,gerado,individuais\2024\27240507122759000358550030000029631374993135.pdf,DANFE gerado com sucesso.
2024\100\27240507122759000196550030000488241650350410.xml,27240507122759000196550030000488241650350410,2024,2024-05-31T16:41:49,gerado,individuais\2024\27240507122759000196550030000488241650350410.pdf,DANFE gerado com sucesso.
2024\200\27240626774412000172550030000110581918386588.xml,27240626774412000172550030000110581918386588,2024,2024-06-03T07:45:24,gerado,individuais\2024\27240626774412000172550030000110581918386588.pdf,DANFE gerado com sucesso.
2024\200\27240612270435000488550020000579361862915665.xml,27240612270435000488550020000579361862915665,2024,2024-06-04T13:46:47,gerado,individuais\2024\27240612270435000488550020000579361862915665.pdf,DANFE gerado com sucesso.
2024\200\27240603656804000131550030003748101245993137.xml,27240603656804000131550030003748101245993137,2024,2024-06-05T11:29:00,gerado,individuais\2024\27240603656804000131550030003748101245993137.pdf,DANFE gerado com sucesso.
2024\200\27240635616280000141550010000059421504950860.xml,27240635616280000141550010000059421504950860,2024,2024-06-10T15:37:42,gerado,individuais\2024\27240635616280000141550010000059421504950860.pdf,DANFE gerado com sucesso.
2024\200\27240602581010000193550010010238631936580941.xml,27240602581010000193550010010238631936580941,2024,2024-06-11T06:28:00,gerado,individuais\2024\27240602581010000193550010010238631936580941.pdf,DANFE gerado com sucesso.
2024\200\27240611449511000101550000001704331469456798.xml,27240611449511000101550000001704331469456798,2024,2024-06-11T07:11:54,gerado,individuais\2024\27240611449511000101550000001704331469456798.pdf,DANFE gerado com sucesso.
2024\200\27240626774412000172550030000112111454385710.xml,27240626774412000172550030000112111454385710,2024,2024-06-11T09:44:12,gerado,individuais\2024\27240626774412000172550030000112111454385710.pdf,DANFE gerado com sucesso.
2024\200\27240608441081000258550020001166541107600910.xml,27240608441081000258550020001166541107600910,2024,2024-06-12T00:00:00,gerado,individuais\2024\27240608441081000258550020001166541107600910.pdf,DANFE gerado com sucesso.
2024\200\27240624644710000112550020000044551036075367.xml,27240624644710000112550020000044551036075367,2024,2024-06-13T00:00:00,gerado,individuais\2024\27240624644710000112550020000044551036075367.pdf,DANFE gerado com sucesso.
2024\200\27240612270435000488550020000585421769060361.xml,27240612270435000488550020000585421769060361,2024,2024-06-13T13:21:22,gerado,individuais\2024\27240612270435000488550020000585421769060361.pdf,DANFE gerado com sucesso.
2024\200\27240602556423000118550010003317521002447709.xml,27240602556423000118550010003317521002447709,2024,2024-06-14T00:00:00,gerado,individuais\2024\27240602556423000118550010003317521002447709.pdf,DANFE gerado com sucesso.
2024\200\27240612270435000488550020000586161777269873.xml,27240612270435000488550020000586161777269873,2024,2024-06-14T14:25:25,gerado,individuais\2024\27240612270435000488550020000586161777269873.pdf,DANFE gerado com sucesso.
2024\200\27240654232082000129550010000000351000004354.xml,27240654232082000129550010000000351000004354,2024,2024-06-18T00:00:00,gerado,individuais\2024\27240654232082000129550010000000351000004354.pdf,DANFE gerado com sucesso.
2024\200\27240646963300000177550010000004301356648120.xml,27240646963300000177550010000004301356648120,2024,2024-06-18T17:00:06,gerado,individuais\2024\27240646963300000177550010000004301356648120.pdf,DANFE gerado com sucesso.
2024\200\27240607122759000196550030000499931057262835.xml,27240607122759000196550030000499931057262835,2024,2024-06-21T08:08:24,gerado,individuais\2024\27240607122759000196550030000499931057262835.pdf,DANFE gerado com sucesso.
2024\200\27240603656804000727550030008977201414877610.xml,27240603656804000727550030008977201414877610,2024,2024-06-25T14:18:00,gerado,individuais\2024\27240603656804000727550030008977201414877610.pdf,DANFE gerado com sucesso.
2024\200\27240616956886000181550010000010831761300002.xml,27240616956886000181550010000010831761300002,2024,2024-06-26T15:07:07,gerado,individuais\2024\27240616956886000181550010000010831761300002.pdf,DANFE gerado com sucesso.
2024\200\27240603656804002428550030000950861726177440.xml,27240603656804002428550030000950861726177440,2024,2024-06-27T19:47:00,gerado,individuais\2024\27240603656804002428550030000950861726177440.pdf,DANFE gerado com sucesso.
2024\200\27240734445466000201550010000005991618166299.xml,27240734445466000201550010000005991618166299,2024,2024-07-01T16:11:55,gerado,individuais\2024\27240734445466000201550010000005991618166299.pdf,DANFE gerado com sucesso.
2024\200\27240707122759000196550030000505131135140910.xml,27240707122759000196550030000505131135140910,2024,2024-07-01T16:47:16,gerado,individuais\2024\27240707122759000196550030000505131135140910.pdf,DANFE gerado com sucesso.
2024\200\27240709619157000174550010001936381172060485.xml,27240709619157000174550010001936381172060485,2024,2024-07-02T09:41:00,gerado,individuais\2024\27240709619157000174550010001936381172060485.pdf,DANFE gerado com sucesso.
2024\200\27240707122759000196550030000507051358144842.xml,27240707122759000196550030000507051358144842,2024,2024-07-04T11:12:15,gerado,individuais\2024\27240707122759000196550030000507051358144842.pdf,DANFE gerado com sucesso.
2024\200\27240713192098000178550010000736581212811420.xml,27240713192098000178550010000736581212811420,2024,2024-07-05T09:51:30,gerado,individuais\2024\27240713192098000178550010000736581212811420.pdf,DANFE gerado com sucesso.
2024\200\27240703656804001294550030000030651874557179.xml,27240703656804001294550030000030651874557179,2024,2024-07-06T09:59:00,gerado,individuais\2024\27240703656804001294550030000030651874557179.pdf,DANFE gerado com sucesso.
2024\200\27240726774412000172550030000116181458982892.xml,27240726774412000172550030000116181458982892,2024,2024-07-09T14:00:13,gerado,individuais\2024\27240726774412000172550030000116181458982892.pdf,DANFE gerado com sucesso.
2024\200\27240720616431000194550010000069551981678992.xml,27240720616431000194550010000069551981678992,2024,2024-07-10T09:55:00,gerado,individuais\2024\27240720616431000194550010000069551981678992.pdf,DANFE gerado com sucesso.
2024\200\27240745554837000110550010000000791205131831.xml,27240745554837000110550010000000791205131831,2024,2024-07-10T15:59:15,gerado,individuais\2024\27240745554837000110550010000000791205131831.pdf,DANFE gerado com sucesso.
2024\200\27240770015672000156550010001369271022695590.xml,27240770015672000156550010001369271022695590,2024,2024-07-12T10:09:56,gerado,individuais\2024\27240770015672000156550010001369271022695590.pdf,DANFE gerado com sucesso.
2024\200\27240743283811019330550010000274821710619478.xml,27240743283811019330550010000274821710619478,2024,2024-07-15T16:34:28,gerado,individuais\2024\27240743283811019330550010000274821710619478.pdf,DANFE gerado com sucesso.
2024\200\27240747960950171015550010000825511015717485.xml,27240747960950171015550010000825511015717485,2024,2024-07-15T18:04:06,gerado,individuais\2024\27240747960950171015550010000825511015717485.pdf,DANFE gerado com sucesso.
2024\200\27240711050845000370550010000028361031395787.xml,27240711050845000370550010000028361031395787,2024,2024-07-15T18:40:00,gerado,individuais\2024\27240711050845000370550010000028361031395787.pdf,DANFE gerado com sucesso.
2024\200\27240702556423000118550010003352631002485803.xml,27240702556423000118550010003352631002485803,2024,2024-07-16T00:00:00,gerado,individuais\2024\27240702556423000118550010003352631002485803.pdf,DANFE gerado com sucesso.
2024\200\27240749548028000157550010000005181339355093.xml,27240749548028000157550010000005181339355093,2024,2024-07-16T00:00:00,gerado,individuais\2024\27240749548028000157550010000005181339355093.pdf,DANFE gerado com sucesso.
2024\200\27240703555402000140550010003813191342082530.xml,27240703555402000140550010003813191342082530,2024,2024-07-16T12:02:00,gerado,individuais\2024\27240703555402000140550010003813191342082530.pdf,DANFE gerado com sucesso.
2024\200\27240711749321000100550010000024661187432113.xml,27240711749321000100550010000024661187432113,2024,2024-07-17T16:36:48,gerado,individuais\2024\27240711749321000100550010000024661187432113.pdf,DANFE gerado com sucesso.
2024\200\27240707122759000196550030000514121758919658.xml,27240707122759000196550030000514121758919658,2024,2024-07-17T16:57:52,gerado,individuais\2024\27240707122759000196550030000514121758919658.pdf,DANFE gerado com sucesso.
2024\200\27240707122759000196550030000514471082410967.xml,27240707122759000196550030000514471082410967,2024,2024-07-18T07:53:53,gerado,individuais\2024\27240707122759000196550030000514471082410967.pdf,DANFE gerado com sucesso.
2024\200\27240703656804000131550030003859871125336557.xml,27240703656804000131550030003859871125336557,2024,2024-07-19T17:07:00,gerado,individuais\2024\27240703656804000131550030003859871125336557.pdf,DANFE gerado com sucesso.
2024\200\27240741187998000162550010000413581411879987.xml,27240741187998000162550010000413581411879987,2024,2024-07-22T00:00:00,gerado,individuais\2024\27240741187998000162550010000413581411879987.pdf,DANFE gerado com sucesso.
2024\200\27240712380887000170550010000129931203304844.xml,27240712380887000170550010000129931203304844,2024,2024-07-22T09:51:34,gerado,individuais\2024\27240712380887000170550010000129931203304844.pdf,DANFE gerado com sucesso.
2024\200\27240707122759000358550030000031951334190017.xml,27240707122759000358550030000031951334190017,2024,2024-07-23T07:59:24,gerado,individuais\2024\27240707122759000358550030000031951334190017.pdf,DANFE gerado com sucesso.
2024\200\27240703555402000140550010003819671143911006.xml,27240703555402000140550010003819671143911006,2024,2024-07-23T10:17:00,gerado,individuais\2024\27240703555402000140550010003819671143911006.pdf,DANFE gerado com sucesso.
2024\200\27240711749321000100550010000024741187445225.xml,27240711749321000100550010000024741187445225,2024,2024-07-23T11:14:54,gerado,individuais\2024\27240711749321000100550010000024741187445225.pdf,DANFE gerado com sucesso.
2024\200\27240743283811019330550010000275501711386177.xml,27240743283811019330550010000275501711386177,2024,2024-07-23T14:50:24,gerado,individuais\2024\27240743283811019330550010000275501711386177.pdf,DANFE gerado com sucesso.
2024\200\27240712845236000108550010001008531910052370.xml,27240712845236000108550010001008531910052370,2024,2024-07-23T16:21:41,gerado,individuais\2024\27240712845236000108550010001008531910052370.pdf,DANFE gerado com sucesso.
2024\200\27240702556423000118550010003361731002495839.xml,27240702556423000118550010003361731002495839,2024,2024-07-24T00:00:00,gerado,individuais\2024\27240702556423000118550010003361731002495839.pdf,DANFE gerado com sucesso.
2024\200\27240721344990000155550010000058641849786734.xml,27240721344990000155550010000058641849786734,2024,2024-07-24T08:11:40,gerado,individuais\2024\27240721344990000155550010000058641849786734.pdf,DANFE gerado com sucesso.
2024\200\27240770015672000156550010001387101023116048.xml,27240770015672000156550010001387101023116048,2024,2024-07-24T09:03:17,gerado,individuais\2024\27240770015672000156550010001387101023116048.pdf,DANFE gerado com sucesso.
2024\200\27240716956886000181550010000010841737200002.xml,27240716956886000181550010000010841737200002,2024,2024-07-24T09:21:57,gerado,individuais\2024\27240716956886000181550010000010841737200002.pdf,DANFE gerado com sucesso.
2024\200\27240711749321000100550010000024781187523861.xml,27240711749321000100550010000024781187523861,2024,2024-07-24T13:29:04,gerado,individuais\2024\27240711749321000100550010000024781187523861.pdf,DANFE gerado com sucesso.
2024\200\27240746963300000177550010000004631654014370.xml,27240746963300000177550010000004631654014370,2024,2024-07-24T14:01:44,gerado,individuais\2024\27240746963300000177550010000004631654014370.pdf,DANFE gerado com sucesso.
2024\200\27240726678956000211550010000308791141218882.xml,27240726678956000211550010000308791141218882,2024,2024-07-24T16:42:19,gerado,individuais\2024\27240726678956000211550010000308791141218882.pdf,DANFE gerado com sucesso.
2024\200\27240702556423000118550010003363671002497967.xml,27240702556423000118550010003363671002497967,2024,2024-07-25T00:00:00,gerado,individuais\2024\27240702556423000118550010003363671002497967.pdf,DANFE gerado com sucesso.
2024\200\27240711446315000183550010000175821100175827.xml,27240711446315000183550010000175821100175827,2024,2024-07-25T14:20:29,gerado,individuais\2024\27240711446315000183550010000175821100175827.pdf,DANFE gerado com sucesso.
2024\200\27240770015672000156550010001391721023181030.xml,27240770015672000156550010001391721023181030,2024,2024-07-26T14:02:47,gerado,individuais\2024\27240770015672000156550010001391721023181030.pdf,DANFE gerado com sucesso.
2024\200\27240726774412000172550030000118681807193491.xml,27240726774412000172550030000118681807193491,2024,2024-07-29T07:59:02,gerado,individuais\2024\27240726774412000172550030000118681807193491.pdf,DANFE gerado com sucesso.
2024\200\27240726774412000172550030000118701020775729.xml,27240726774412000172550030000118701020775729,2024,2024-07-29T08:00:15,gerado,individuais\2024\27240726774412000172550030000118701020775729.pdf,DANFE gerado com sucesso.
2024\200\27240711840303000210550010001214861522690016.xml,27240711840303000210550010001214861522690016,2024,2024-07-29T16:07:00,gerado,individuais\2024\27240711840303000210550010001214861522690016.pdf,DANFE gerado com sucesso.
2024\200\27240721344990000155550010000058891026714197.xml,27240721344990000155550010000058891026714197,2024,2024-07-31T08:41:04,gerado,individuais\2024\27240721344990000155550010000058891026714197.pdf,DANFE gerado com sucesso.
2024\200\27240709619157000174550010001961661217924476.xml,27240709619157000174550010001961661217924476,2024,2024-07-31T09:22:00,gerado,individuais\2024\27240709619157000174550010001961661217924476.pdf,DANFE gerado com sucesso.
2024\200\27240808441081000258550020001184071793381017.xml,27240808441081000258550020001184071793381017,2024,2024-08-01T00:00:00,gerado,individuais\2024\27240808441081000258550020001184071793381017.pdf,DANFE gerado com sucesso.
